frame,Mass,x,y
6454,0,448.30292,278.12537
6454,1,454.82822,386.51474
6455,0,448.5329,278.34583
6455,1,455.35434,386.48218
6456,0,448.63513,277.80374
6456,1,455.3809,386.68384
6457,0,448.6317,277.68335
6457,1,455.5578,386.68478
6458,0,448.51984,277.94925
6458,1,455.68915,386.67352
6459,0,449.2317,277.9088
6459,1,456.02448,386.62747
6460,0,449.12366,277.8724
6460,1,456.03198,386.67642
6461,0,448.48386,277.8691
6461,1,455.71814,386.64725
6462,0,448.51865,277.70236
6462,1,455.84692,386.58997
6463,0,448.04242,277.87512
6463,1,455.31723,386.83484
6464,0,447.9122,277.68747
6464,1,454.88458,386.5329
6465,0,447.6126,277.78134
6465,1,454.3772,386.82687
6466,0,446.92447,277.9583
6466,1,454.22354,386.9066
6467,0,446.8836,278.4073
6467,1,453.75836,387.3321
6468,0,446.67337,278.47888
6468,1,452.85486,387.59863
6469,0,446.4069,278.503
6469,1,451.5118,387.87988
6470,0,445.9232,278.85028
6470,1,451.0731,387.5828
6471,0,445.2703,279.06384
6471,1,450.41214,387.81
6472,0,444.7795,279.02032
6472,1,449.81445,387.8733
6473,0,444.8552,278.7552
6473,1,450.0616,387.65347
6474,0,444.21002,278.6256
6474,1,448.55054,387.64685
6475,0,443.94995,278.91147
6475,1,447.70834,387.91428
6476,0,443.60126,278.98602
6476,1,446.83893,387.75366
6477,0,442.4895,279.15552
6477,1,444.5993,388.37708
6478,0,442.58688,279.4691
6478,1,444.32703,388.531
6479,0,442.2531,279.67664
6479,1,443.3157,388.8515
6480,0,442.165,279.39005
6480,1,442.8744,388.72916
6481,0,441.63696,279.353
6481,1,442.33002,388.57803
6482,0,441.81076,279.65933
6482,1,442.16663,388.83118
6483,0,441.05716,279.0115
6483,1,440.44107,388.59576
6484,0,440.8243,279.31448
6484,1,439.39697,388.49863
6485,0,440.5252,279.52118
6485,1,438.5876,388.72363
6486,0,440.009,279.45978
6486,1,437.604,388.61264
6487,0,439.26718,279.87735
6487,1,436.90265,388.9413
6488,0,438.7107,279.77652
6488,1,435.93256,388.82034
6489,0,438.33786,279.60175
6489,1,436.04306,388.8393
6490,0,437.9593,279.3912
6490,1,435.52765,388.72357
6491,0,438.15942,279.49557
6491,1,435.44354,388.83133
6492,0,437.99567,279.67908
6492,1,434.7374,388.60657
6493,0,437.85443,279.7377
6493,1,434.0232,388.6339
6494,0,437.74548,280.08102
6494,1,433.5871,388.60074
6495,0,437.41837,280.4654
6495,1,433.2519,388.75427
6496,0,437.65082,280.02448
6496,1,432.81854,388.74994
6497,0,437.4443,279.81882
6497,1,432.9542,388.94687
6498,0,437.2218,279.63245
6498,1,433.20258,388.92935
6499,0,437.20493,279.94855
6499,1,433.12463,389.13504
6500,0,437.5126,279.78928
6500,1,433.35123,389.01865
6501,0,437.60547,279.62256
6501,1,433.4849,388.947
6502,0,437.56354,279.56866
6502,1,433.59518,388.87885
6503,0,437.769,279.36185
6503,1,433.74362,388.77567
6504,0,437.77554,279.00952
6504,1,434.09174,388.82266
6505,0,438.07083,279.15036
6505,1,435.1559,388.52347
6506,0,438.4408,279.20312
6506,1,435.74185,388.72626
6507,0,438.7965,279.04343
6507,1,436.26358,388.66904
6508,0,439.14117,279.08588
6508,1,436.48972,388.62366
6509,0,439.42282,278.96945
6509,1,436.35168,388.78558
6510,0,439.54135,279.1502
6510,1,437.24774,388.75937
6511,0,439.8529,279.44348
6511,1,437.8802,388.9228
6512,0,440.38458,278.8532
6512,1,439.37616,388.8752
6513,0,440.57297,278.49164
6513,1,439.83316,388.63303
6514,0,440.8683,278.72705
6514,1,440.5381,388.24036
6515,0,441.7128,278.96744
6515,1,441.27914,388.04355
6516,0,442.53232,278.69382
6516,1,442.6725,387.7885
6517,0,442.39975,278.91678
6517,1,442.7177,388.05753
6518,0,442.5156,278.99646
6518,1,443.60077,388.1511
6519,0,442.48947,279.01752
6519,1,444.2245,388.22296
6520,0,443.2498,278.82922
6520,1,445.31976,388.31918
6521,0,443.788,279.07812
6521,1,446.32346,388.45267
6522,0,444.24173,278.779
6522,1,447.2024,388.1768
6523,0,444.40344,278.76917
6523,1,447.68915,388.2279
6524,0,444.87662,278.8404
6524,1,448.67477,388.27646
6525,0,445.3078,278.98016
6525,1,449.2185,388.46643
6526,0,445.45428,279.16772
6526,1,449.59784,388.32272
6527,0,445.2841,279.47165
6527,1,450.14053,388.40063
6528,0,445.54028,279.34033
6528,1,450.167,388.3736
6529,0,445.2166,279.45117
6529,1,450.3964,388.64374
6530,0,445.7817,279.2246
6530,1,451.54343,388.34253
6531,0,446.0646,279.56897
6531,1,451.87976,388.56516
6532,0,446.34515,279.3803
6532,1,452.23795,388.45245
6533,0,446.15952,279.57352
6533,1,452.40045,388.74646
6534,0,446.97833,279.33215
6534,1,453.73035,388.41653
6535,0,446.71094,279.37732
6535,1,453.7314,388.53677
6536,0,446.91852,279.17847
6536,1,453.75967,388.7119
6537,0,446.83414,279.32712
6537,1,453.82172,388.68323
6538,0,446.53903,279.53122
6538,1,453.7513,388.6209
6539,0,446.72482,279.77563
6539,1,453.62143,388.58563
6540,0,446.9636,279.62604
6540,1,453.6581,388.57468
6541,0,447.03384,279.7786
6541,1,453.54535,388.48352
6542,0,446.57727,280.35092
6542,1,453.19165,388.6103
6543,0,446.49854,280.12988
6543,1,452.7475,388.5544
6544,0,446.10858,279.9266
6544,1,452.03955,388.3517
6545,0,445.57535,279.72397
6545,1,451.1308,388.4697
6546,0,445.348,279.22974
6546,1,450.6666,388.1451
6547,0,445.09857,279.4512
6547,1,450.14465,388.26746
6548,0,445.34402,279.52274
6548,1,450.1058,388.1392
6549,0,445.12314,279.48694
6549,1,449.83377,388.02243
6550,0,444.77246,279.62067
6550,1,449.19977,388.3437
6551,0,444.1875,279.5147
6551,1,448.2178,388.15262
6552,0,443.3688,279.54803
6552,1,448.0252,387.82312
6553,0,443.39877,279.5685
6553,1,447.79688,387.86203
6554,0,442.9876,279.5189
6554,1,446.3902,388.04846
6555,0,442.75012,279.8367
6555,1,445.24377,387.97614
6556,0,442.56067,279.62518
6556,1,444.59372,388.2578
6557,0,442.63748,279.4368
6557,1,443.63693,388.40247
6558,0,442.17035,279.651
6558,1,443.1415,388.00516
6559,0,441.9261,279.84503
6559,1,442.77524,388.1961
6560,0,441.46207,278.92245
6560,1,442.6005,388.07343
6561,0,440.98425,279.42148
6561,1,441.41684,388.38544
6562,0,440.2478,279.34012
6562,1,440.4913,388.3587
6563,0,440.03256,279.25565
6563,1,439.80862,388.37534
6564,0,440.069,279.3486
6564,1,439.1749,388.58887
6565,0,439.53793,279.33762
6565,1,438.1606,388.71902
6566,0,439.43256,279.41504
6566,1,437.64688,388.90314
6567,0,439.3939,279.73712
6567,1,437.55197,388.7012
6568,0,438.59818,278.95428
6568,1,436.18863,388.35547
6569,0,438.29742,278.69843
6569,1,436.32205,388.37607
6570,0,438.11392,278.89874
6570,1,436.08484,388.5485
6571,0,437.9894,279.00192
6571,1,436.04135,388.48962
6572,0,438.01184,279.24448
6572,1,435.98117,388.61948
6573,0,438.1749,279.52652
6573,1,435.73544,388.68213
6574,0,438.25854,279.5202
6574,1,435.63223,388.77032
6575,0,438.201,279.6366
6575,1,435.4929,388.89465
6576,0,438.34494,279.04868
6576,1,435.62744,388.8916
6577,0,437.91107,279.01096
6577,1,435.54254,388.79813
6578,0,438.03928,278.92062
6578,1,435.41718,388.65445
6579,0,438.35834,279.0456
6579,1,435.48328,388.67285
6580,0,438.8939,278.79855
6580,1,435.69577,388.68945
6581,0,438.77536,278.86154
6581,1,435.7044,388.5947
6582,0,439.088,278.7504
6582,1,436.25446,388.51813
6583,0,438.92755,279.0668
6583,1,435.96237,388.57306
6584,0,438.9579,278.4506
6584,1,435.99692,388.4935
6585,0,438.78333,278.69046
6585,1,436.6707,388.64206
6586,0,439.05194,279.01752
6586,1,437.27737,388.76758
6587,0,439.71396,279.0633
6587,1,438.26614,388.73288
6588,0,440.4883,279.4728
6588,1,439.05896,388.66922
6589,0,440.66315,279.5209
6589,1,439.64432,388.5019
6590,0,440.8364,279.6283
6590,1,440.1446,388.45184
6591,0,441.2505,279.62265
6591,1,440.99707,388.5928
6592,0,441.39734,279.34473
6592,1,441.1288,388.5808
6593,0,442.08566,278.90698
6593,1,442.25336,388.4346
6594,0,442.42114,279.13416
6594,1,442.54816,388.52972
6595,0,442.72488,278.8444
6595,1,442.99927,388.31427
6596,0,443.14197,279.10837
6596,1,443.7893,388.10825
6597,0,443.41357,279.1376
6597,1,444.76114,388.29236
6598,0,443.4157,278.90747
6598,1,445.03372,388.21088
6599,0,443.76407,278.99176
6599,1,445.71414,388.29947
6600,0,444.623,278.47968
6600,1,447.2802,388.13907
6601,0,444.16498,278.48114
6601,1,447.5183,387.76733
6602,0,444.2019,278.52298
6602,1,447.39392,387.66666
6603,0,444.64395,278.5524
6603,1,447.94568,387.6438
6604,0,445.41464,278.88452
6604,1,448.4968,387.72394
6605,0,445.65472,279.2434
6605,1,449.3885,387.91083
6606,0,445.99728,278.8841
6606,1,450.26337,387.50888
6607,0,445.71912,278.73355
6607,1,450.35446,387.49493
6608,0,445.65445,279.0298
6608,1,450.61563,387.21518
6609,0,445.8804,279.0175
6609,1,450.73636,387.41772
6610,0,446.14822,278.80136
6610,1,450.71262,387.39615
6611,0,446.61224,278.9068
6611,1,450.67218,387.53763
6612,0,446.67242,278.94965
6612,1,450.76505,387.44318
6613,0,446.57648,279.2661
6613,1,451.1075,387.82974
6614,0,446.82312,278.91882
6614,1,451.32248,387.61624
6615,0,446.93304,278.9563
6615,1,451.42758,387.78284
6616,0,446.52408,278.85367
6616,1,451.49237,387.65964
6617,0,446.13547,278.83636
6617,1,451.2266,387.52728
6618,0,446.15237,279.4746
6618,1,451.05237,387.56818
6619,0,446.2148,279.36407
6619,1,450.92935,387.439
6620,0,446.33493,279.422
6620,1,450.58118,387.53616
6621,0,446.42334,279.06952
6621,1,450.76236,387.26428
6622,0,446.12036,279.17383
6622,1,450.81116,387.3614
6623,0,445.74554,279.46866
6623,1,450.50354,387.40823
6624,0,445.1778,278.95175
6624,1,450.14847,387.5556
6625,0,445.24487,278.85498
6625,1,449.91025,386.8976
6626,0,444.87183,278.8886
6626,1,449.3099,387.027
6627,0,444.83215,278.87485
6627,1,449.0007,386.82602
6628,0,444.89432,278.86475
6628,1,448.4981,386.92078
6629,0,444.38004,278.4267
6629,1,447.17102,387.12744
6630,0,443.99237,278.8641
6630,1,446.97067,387.4828
6631,0,444.15918,279.10593
6631,1,446.64816,387.83005
6632,0,443.72153,278.79758
6632,1,446.20718,387.95023
6633,0,442.7959,278.89783
6633,1,445.18533,388.28247
6634,0,442.21558,278.7418
6634,1,444.28604,388.02667
6635,0,442.6462,278.90973
6635,1,444.2562,387.98132
6636,0,442.56723,278.7354
6636,1,443.8182,387.73688
6637,0,442.22937,278.8971
6637,1,442.75946,387.76105
6638,0,441.85706,279.21878
6638,1,442.31955,387.64114
6639,0,441.63065,279.09497
6639,1,442.098,387.7431
6640,0,441.10464,279.07507
6640,1,440.59778,388.22903
6641,0,441.16254,279.06015
6641,1,440.1074,387.8516
6642,0,440.51816,278.99115
6642,1,439.68918,388.04523
6643,0,440.66846,279.1594
6643,1,439.64526,388.0391
6644,0,440.75702,278.9878
6644,1,439.604,387.86102
6645,0,440.37057,279.1815
6645,1,438.70465,388.18307
6646,0,439.95963,279.2971
6646,1,438.18512,388.1034
6647,0,439.49808,279.1285
6647,1,437.65393,388.05725
6648,0,439.52332,278.69992
6648,1,437.15555,387.92676
6649,0,439.5858,278.38892
6649,1,436.84872,387.89532
6650,0,439.60403,278.4914
6650,1,436.64743,388.1022
6651,0,439.58182,278.60843
6651,1,436.50235,387.94244
6652,0,439.7241,278.83548
6652,1,436.66327,387.91208
6653,0,439.6883,278.66327
6653,1,436.77255,387.80832
6654,0,439.48312,278.57025
6654,1,436.78,387.8692
6655,0,439.30124,278.3873
6655,1,436.9626,387.63226
6656,0,439.29495,278.2402
6656,1,436.63254,387.6192
6657,0,439.32843,278.27466
6657,1,436.60004,387.49194
6658,0,439.5066,278.1128
6658,1,436.89548,387.57495
6659,0,439.37378,278.012
6659,1,436.91376,387.8331
6660,0,439.41983,278.11517
6660,1,437.16275,387.74664
6661,0,440.2516,278.36835
6661,1,438.24475,387.81198
6662,0,440.24884,278.3933
6662,1,438.55438,387.896
6663,0,441.15012,278.48605
6663,1,439.89304,387.6396
6664,0,440.75372,277.81265
6664,1,439.8385,387.44812
6665,0,440.72617,277.8094
6665,1,440.1096,387.34683
6666,0,441.10226,277.85248
6666,1,440.27817,387.5205
6667,0,441.21432,277.63223
6667,1,440.5598,387.35608
6668,0,441.5586,277.60477
6668,1,440.97476,387.264
6669,0,442.39157,277.88144
6669,1,442.3459,387.58572
6670,0,442.60715,277.9881
6670,1,442.65027,387.74
6671,0,442.7409,277.96912
6671,1,443.18143,387.70206
6672,0,442.91367,277.36105
6672,1,443.38373,387.41168
6673,0,442.7011,277.45093
6673,1,443.52286,386.84473
6674,0,443.26904,277.77216
6674,1,444.23865,386.9317
6675,0,443.27063,278.4374
6675,1,444.39407,387.47455
6676,0,443.73215,277.60208
6676,1,445.45914,386.83868
6677,0,443.91684,277.30835
6677,1,445.7084,386.7232
6678,0,444.30997,277.64615
6678,1,446.68347,386.90015
6679,0,444.26962,277.58304
6679,1,447.02505,386.6045
6680,0,444.3721,277.11398
6680,1,446.99908,386.4739
6681,0,444.75696,277.2923
6681,1,447.60193,386.5741
6682,0,444.6143,277.08487
6682,1,447.6684,386.4384
6683,0,444.85724,277.2094
6683,1,448.11557,386.37485
6684,0,445.13538,277.40997
6684,1,448.52853,386.5255
6685,0,445.52832,277.66306
6685,1,448.8731,386.64758
6686,0,445.83313,277.68256
6686,1,449.35077,386.74384
6687,0,445.68448,277.74643
6687,1,449.243,386.5892
6688,0,445.7448,277.5475
6688,1,449.57172,386.44757
6689,0,445.924,277.46167
6689,1,449.8956,386.22733
6690,0,445.82526,277.45554
6690,1,450.0309,386.2702
6691,0,445.82803,277.47574
6691,1,449.9806,386.2369
6692,0,446.04507,277.79993
6692,1,449.91962,386.19504
6693,0,446.06335,277.87555
6693,1,450.13815,386.4312
6694,0,446.04523,277.78232
6694,1,450.12927,386.20044
6695,0,445.89844,277.5616
6695,1,450.1703,386.20752
6696,0,445.44888,277.59744
6696,1,449.98404,386.0928
6697,0,445.1265,277.42776
6697,1,449.79385,385.99905
6698,0,445.00232,277.4732
6698,1,449.55133,386.07806
6699,0,445.26514,277.5262
6699,1,449.65665,385.94992
6700,0,445.0925,277.6622
6700,1,449.4797,386.04068
6701,0,445.0622,277.75888
6701,1,449.27798,386.1145
6702,0,444.61905,277.64227
6702,1,448.26492,386.24136
6703,0,444.5281,277.6395
6703,1,448.2214,386.2717
6704,0,444.40332,277.5769
6704,1,447.8637,386.36646
6705,0,444.2689,277.8313
6705,1,447.63406,386.1971
6706,0,444.12848,278.13016
6706,1,447.28738,386.26416
6707,0,444.41718,278.40295
6707,1,447.05017,386.72504
6708,0,444.10406,278.4152
6708,1,446.2067,386.602
6709,0,443.54245,278.81885
6709,1,445.00937,386.96796
6710,0,443.2381,278.74228
6710,1,444.95883,386.96667
6711,0,443.1685,278.8831
6711,1,445.0439,387.0346
6712,0,442.77063,278.253
6712,1,444.20535,386.61234
6713,0,442.14853,278.12314
6713,1,443.5834,386.65356
6714,0,442.1806,278.20096
6714,1,443.412,386.81174
6715,0,441.99695,278.49658
6715,1,443.1692,386.8956
6716,0,442.13467,278.52438
6716,1,442.994,387.09076
6717,0,441.47668,278.49646
6717,1,442.26663,386.84317
6718,0,441.65958,278.37866
6718,1,441.95963,386.71106
6719,0,441.4713,278.44858
6719,1,441.43286,386.99594
6720,0,441.04398,278.13608
6720,1,440.1991,386.99158
6721,0,440.32996,278.04977
6721,1,439.83133,386.57556
6722,0,440.21375,278.01007
6722,1,439.52515,386.72867
6723,0,440.12634,277.95575
6723,1,438.99973,386.94867
6724,0,440.19016,277.99847
6724,1,439.25793,386.93982
6725,0,440.31302,278.07928
6725,1,439.45273,386.90118
6726,0,440.02234,277.98172
6726,1,439.2467,386.88727
6727,0,439.64053,278.10336
6727,1,439.09058,386.75293
6728,0,439.29758,277.81113
6728,1,438.94064,386.85428
6729,0,438.86914,277.61163
6729,1,438.67853,386.83466
6730,0,439.0558,277.49158
6730,1,438.51242,386.93466
6731,0,439.26917,277.2516
6731,1,438.4741,386.65588
6732,0,439.38547,277.43054
6732,1,438.55612,387.09177
6733,0,439.47656,277.3814
6733,1,438.5072,386.87552
6734,0,439.6551,277.46295
6734,1,438.61502,386.77698
6735,0,439.756,277.75623
6735,1,438.9004,386.83304
6736,0,439.92514,277.34708
6736,1,438.76163,386.93384
6737,0,439.68707,277.89154
6737,1,438.86115,387.28442
6738,0,440.30804,277.7901
6738,1,439.4264,387.08203
6739,0,440.37088,277.794
6739,1,439.56042,386.9716
6740,0,440.50638,277.97345
6740,1,439.5619,387.0727
6741,0,441.01382,277.60776
6741,1,439.81726,386.69986
6742,0,441.0457,277.69672
6742,1,439.87326,386.82852
6743,0,441.1255,277.56586
6743,1,440.52972,386.50833
6744,0,441.2195,277.4048
6744,1,441.05243,386.39862
6745,0,441.74664,277.14584
6745,1,441.67453,386.57178
6746,0,441.89285,277.034
6746,1,442.17972,386.6849
6747,0,442.26645,277.15173
6747,1,442.26218,386.58734
6748,0,442.55734,277.5241
6748,1,442.53864,386.66663
6749,0,442.80508,277.5307
6749,1,442.56448,386.63083
6750,0,443.3122,277.57028
6750,1,443.7603,386.5192
6751,0,443.15448,277.70645
6751,1,444.1012,386.4991
6752,0,443.3289,277.4791
6752,1,444.94525,386.46933
6753,0,443.23834,277.85074
6753,1,444.8834,386.6489
6754,0,443.42883,277.53177
6754,1,445.15524,386.4362
6755,0,443.5601,277.50906
6755,1,445.3021,386.50946
6756,0,443.84708,277.65363
6756,1,445.7333,386.7143
6757,0,444.23312,277.59238
6757,1,446.21863,386.45984
6758,0,444.44846,277.64514
6758,1,446.9444,386.5315
6759,0,443.99567,277.80896
6759,1,447.01367,386.59064
6760,0,443.92703,277.27994
6760,1,446.86386,386.37802
6761,0,444.0874,277.3306
6761,1,446.83328,386.0788
6762,0,444.24857,277.5064
6762,1,447.31778,386.25873
6763,0,444.68878,277.31238
6763,1,448.05554,386.21158
6764,0,444.54764,277.3372
6764,1,448.10648,386.14713
6765,0,444.69174,277.4264
6765,1,448.14618,386.05768
6766,0,444.63312,277.44232
6766,1,448.22882,386.04877
6767,0,444.96344,277.83398
6767,1,448.5643,386.16763
6768,0,444.41522,277.8119
6768,1,448.75397,386.07532
6769,0,444.44193,277.28226
6769,1,448.70618,385.7043
6770,0,444.52017,277.3572
6770,1,448.6903,385.82944
6771,0,444.78442,277.5614
6771,1,448.81644,385.97855
6772,0,444.68558,277.61237
6772,1,448.647,385.864
6773,0,444.64966,277.72192
6773,1,448.56506,385.74057
6774,0,444.38977,277.8924
6774,1,448.37955,385.75717
6775,0,444.33276,278.0705
6775,1,448.3039,385.68332
6776,0,444.03943,277.71323
6776,1,447.7376,385.70743
6777,0,444.01904,277.48264
6777,1,447.80087,385.6806
6778,0,443.4548,277.11237
6778,1,447.16046,385.84592
6779,0,443.80264,277.03494
6779,1,447.14435,385.74707
6780,0,443.79868,277.1067
6780,1,446.73883,385.57846
6781,0,443.79004,277.45065
6781,1,446.99152,385.69122
6782,0,443.8308,277.55933
6782,1,447.0365,385.77133
6783,0,443.6107,277.77432
6783,1,446.54083,386.0378
6784,0,443.52832,277.27603
6784,1,445.63452,386.1961
6785,0,443.29828,277.063
6785,1,445.0923,386.1267
6786,0,442.84018,277.087
6786,1,444.48993,385.97565
6787,0,442.70206,277.1135
6787,1,444.50134,385.86334
6788,0,442.42966,277.38977
6788,1,444.30017,385.88605
6789,0,442.55063,277.2434
6789,1,444.14932,386.0641
6790,0,442.65686,277.2972
6790,1,443.7437,385.89908
6791,0,442.48706,277.59045
6791,1,443.4289,386.03632
6792,0,442.60336,277.20935
6792,1,443.03494,386.09647
6793,0,442.03537,277.1658
6793,1,442.60446,386.16476
6794,0,441.93024,277.18298
6794,1,442.51404,386.28165
6795,0,442.00952,277.4081
6795,1,442.5276,386.61414
6796,0,442.03235,277.51752
6796,1,442.1033,386.6323
6797,0,441.8609,277.65738
6797,1,441.3721,386.6407
6798,0,442.046,277.71863
6798,1,441.48148,386.57986
6799,0,441.12454,277.76297
6799,1,440.41223,386.65115
6800,0,441.19373,277.6561
6800,1,439.86697,386.69128
6801,0,441.03802,277.44168
6801,1,439.80035,386.4362
6802,0,440.7793,277.197
6802,1,439.5151,386.1468
6803,0,441.10184,277.3477
6803,1,439.62454,386.29883
6804,0,441.24307,277.28372
6804,1,439.5511,386.46387
6805,0,441.31458,277.5308
6805,1,439.60846,386.59958
6806,0,441.36365,277.44797
6806,1,439.72238,386.61697
6807,0,441.1915,277.5739
6807,1,439.60287,386.6638
6808,0,440.67575,277.04913
6808,1,439.53525,386.74582
6809,0,440.5282,277.09042
6809,1,439.54105,386.6691
6810,0,440.7823,277.24606
6810,1,439.543,386.55148
6811,0,441.10355,277.26456
6811,1,439.46213,386.32803
6812,0,441.0878,277.43253
6812,1,439.44763,386.42758
6813,0,441.02606,277.08762
6813,1,439.59833,386.35675
6814,0,441.3487,277.3402
6814,1,440.00958,386.35254
6815,0,441.55093,277.66824
6815,1,440.35617,386.55255
6816,0,441.4879,277.27
6816,1,440.3025,386.72684
6817,0,441.3448,277.47064
6817,1,441.00076,386.45184
6818,0,441.39957,277.86957
6818,1,441.32068,386.4467
6819,0,441.82407,277.86414
6819,1,441.62036,386.48587
6820,0,442.13007,277.96527
6820,1,441.91565,386.43524
6821,0,442.01154,277.82895
6821,1,442.0468,386.41696
6822,0,442.2982,278.39645
6822,1,442.19226,386.51428
6823,0,442.34,278.46274
6823,1,442.29907,386.4081
6824,0,442.4873,277.5332
6824,1,442.7,386.32437
6825,0,442.83487,276.98724
6825,1,443.22418,386.3024
6826,0,443.1455,277.19727
6826,1,443.55487,386.2807
6827,0,443.39893,277.15842
6827,1,443.89822,386.06775
6828,0,443.65527,277.13193
6828,1,444.30533,385.8176
6829,0,443.3892,277.09732
6829,1,444.16614,386.00275
6830,0,443.7316,276.97144
6830,1,444.45245,385.98605
6831,0,443.64392,277.33252
6831,1,444.679,386.1434
6832,0,443.2015,277.11432
6832,1,444.9655,386.07056
6833,0,443.02734,277.08545
6833,1,445.19217,386.1956
6834,0,443.4303,276.6722
6834,1,446.00128,386.0288
6835,0,443.461,276.7794
6835,1,446.12057,386.1859
6836,0,443.5502,276.9201
6836,1,446.423,386.12256
6837,0,443.7234,277.10797
6837,1,446.52188,386.05933
6838,0,443.91586,277.06442
6838,1,447.03494,385.68088
6839,0,444.0018,277.316
6839,1,447.56058,385.64417
6840,0,443.397,277.10574
6840,1,447.05612,385.79688
6841,0,443.52475,276.95746
6841,1,447.27594,385.6985
6842,0,443.70087,277.17313
6842,1,447.3948,385.78015
6843,0,443.7186,277.20526
6843,1,447.3545,385.71176
6844,0,444.00092,277.21133
6844,1,447.5014,385.62735
6845,0,443.7808,277.13672
6845,1,447.3032,385.39508
6846,0,443.80502,277.37683
6846,1,447.45145,385.60696
6847,0,443.92487,277.20627
6847,1,447.61002,385.55804
6848,0,443.92844,277.00662
6848,1,447.61267,385.53854
6849,0,443.9658,277.07538
6849,1,447.68732,385.62677
6850,0,444.02026,277.38794
6850,1,447.71127,385.60208
6851,0,443.87625,277.35535
6851,1,447.52588,385.75107
6852,0,443.69766,277.71033
6852,1,447.04053,386.00867
6853,0,443.71356,277.47955
6853,1,447.1577,386.06528
6854,0,443.7402,277.48703
6854,1,447.08545,386.0222
6855,0,443.5453,277.44174
6855,1,446.8066,385.81732
6856,0,443.36887,277.38327
6856,1,446.41763,386.18225
6857,0,443.1777,277.25726
6857,1,446.00366,386.04895
6858,0,443.08963,277.38824
6858,1,445.82874,386.07098
6859,0,443.4425,277.84744
6859,1,445.6558,386.35748
6860,0,443.0191,277.78183
6860,1,445.0784,386.05234
6861,0,442.79337,277.67526
6861,1,444.6763,386.01492
6862,0,443.02213,277.704
6862,1,444.72574,385.968
6863,0,442.87048,277.7456
6863,1,444.4543,385.89682
6864,0,442.89612,277.11426
6864,1,444.24457,385.97626
6865,0,442.08176,277.0365
6865,1,443.7184,385.93582
6866,0,441.74207,277.1639
6866,1,443.28198,385.74115
6867,0,441.93878,277.2278
6867,1,443.2546,385.7223
6868,0,442.02777,277.64258
6868,1,443.19028,385.9436
6869,0,442.03604,277.52332
6869,1,443.0526,385.8807
6870,0,441.90472,277.7476
6870,1,442.79373,386.32803
6871,0,441.90805,277.4999
6871,1,442.65067,386.25653
6872,0,442.02188,277.35687
6872,1,442.3931,386.11008
6873,0,441.7951,276.79605
6873,1,442.142,386.0133
6874,0,441.9821,276.72968
6874,1,442.15186,386.0975
6875,0,441.61432,276.98108
6875,1,441.80746,386.06277
6876,0,441.84033,277.07535
6876,1,441.62115,386.0257
6877,0,441.7861,277.15985
6877,1,441.55463,385.84546
6878,0,441.53268,277.42035
6878,1,441.3016,385.78207
6879,0,441.28064,277.62207
6879,1,441.24417,385.98904
6880,0,440.98877,277.06952
6880,1,440.75336,385.99637
6881,0,441.04453,277.06488
6881,1,440.89847,386.11752
6882,0,441.17676,276.92352
6882,1,440.73325,386.0415
6883,0,441.27234,276.69165
6883,1,440.6604,386.01074
6884,0,441.34344,276.9526
6884,1,440.5194,386.08194
6885,0,441.3118,277.25748
6885,1,440.45526,386.14734
6886,0,441.37436,277.18033
6886,1,440.62686,386.0766
6887,0,441.2959,277.3963
6887,1,440.9705,386.0731
6888,0,440.74088,276.78094
6888,1,441.16516,385.70303
6889,0,440.6415,276.60968
6889,1,441.36386,385.91534
6890,0,440.9404,276.18005
6890,1,441.73584,385.907
6891,0,440.87094,276.3139
6891,1,441.6806,385.82727
6892,0,441.38937,276.74094
6892,1,442.12625,385.92517
6893,0,441.48438,276.72354
6893,1,442.16452,385.99158
6894,0,441.602,276.75897
6894,1,442.47818,385.7794
6895,0,441.46692,276.53445
6895,1,442.6292,385.50964
6896,0,441.00717,276.16202
6896,1,442.39288,385.7706
6897,0,441.30945,276.27496
6897,1,442.90332,385.84372
6898,0,441.75922,276.24948
6898,1,443.08594,385.7477
6899,0,442.27615,276.43304
6899,1,443.3409,385.78052
6900,0,442.34937,276.39902
6900,1,442.95056,385.71106
6901,0,442.30728,276.43805
6901,1,442.9552,385.7671
6902,0,442.57416,276.3439
6902,1,443.49756,385.4479
6903,0,442.9633,276.55185
6903,1,444.0975,385.426
6904,0,442.69482,276.5633
6904,1,443.9585,385.7033
6905,0,442.85608,276.5369
6905,1,444.17276,385.67184
6906,0,443.06528,276.81064
6906,1,444.32983,385.5943
6907,0,443.15134,276.86584
6907,1,444.69354,385.57693
6908,0,443.18732,277.0062
6908,1,444.7255,385.55936
6909,0,443.14368,276.86176
6909,1,444.6501,385.5922
6910,0,443.23682,276.84503
6910,1,445.06134,385.64667
6911,0,443.19513,276.97342
6911,1,445.0417,385.79163
6912,0,443.37,276.46942
6912,1,445.09888,385.56754
6913,0,443.51385,276.62463
6913,1,445.60315,385.49362
6914,0,443.32858,276.53043
6914,1,445.53094,385.34546
6915,0,443.23373,276.67908
6915,1,445.68338,385.3643
6916,0,443.6595,276.75452
6916,1,446.27216,385.2333
6917,0,443.8223,276.6217
6917,1,446.64545,385.31104
6918,0,443.76282,276.67657
6918,1,447.04037,385.00937
6919,0,443.52808,276.37747
6919,1,446.9322,384.93536
6920,0,443.35303,276.12076
6920,1,447.01846,384.94394
6921,0,443.2348,276.07254
6921,1,446.71393,384.70694
